timestamp,temperature_celsius,humidity_percent
2024-01-01 05:30:00,25.92,44.2
2024-01-01 05:35:00,31.95,51.44
2024-01-01 05:40:00,29.59,57.53
2024-01-01 05:45:00,23.24,56.91
2024-01-01 05:50:00,30.04,53.51
2024-01-01 05:55:00,28.43,54.86
2024-01-01 06:00:00,25.92,35.84
2024-01-01 06:05:00,29.21,52.5
2024-01-01 06:10:00,29.39,47.52
2024-01-01 06:15:00,26.98,46.46
2024-01-01 06:20:00,20.91,36.48
2024-01-01 06:25:00,21.73,39.28
2024-01-01 06:30:00,28.96,50.67
2024-01-01 06:35:00,30.91,45.29
2024-01-01 06:40:00,19.53,51.56
2024-01-01 06:45:00,21.92,69.0
2024-01-01 06:50:00,23.44,46.67
2024-01-01 06:55:00,22.87,57.9
2024-01-01 07:00:00,27.21,59.25
2024-01-01 07:05:00,24.91,46.8
2024-01-01 07:10:00,21.82,59.91
2024-01-01 07:15:00,21.94,39.24
2024-01-01 07:20:00,30.31,64.14
2024-01-01 07:25:00,26.3,66.09
2024-01-01 07:30:00,18.29,52.7
2024-01-01 07:35:00,18.61,41.62
2024-01-01 07:40:00,25.1,57.04
2024-01-01 07:45:00,30.4,62.82
2024-01-01 07:50:00,18.9,59.87
2024-01-01 07:55:00,30.39,69.62
2024-01-01 08:00:00,22.28,50.14
2024-01-01 08:05:00,27.99,38.5
2024-01-01 08:10:00,21.32,55.33
2024-01-01 08:15:00,29.5,50.64
2024-01-01 08:20:00,29.6,46.68
2024-01-01 08:25:00,19.4,40.99
2024-01-01 08:30:00,27.05,53.56
2024-01-01 08:35:00,27.06,59.35
2024-01-01 08:40:00,26.56,48.93
2024-01-01 08:45:00,28.4,63.35
2024-01-01 08:50:00,20.66,45.74
2024-01-01 08:55:00,18.01,53.17
2024-01-01 09:00:00,23.71,41.16
2024-01-01 09:05:00,21.94,52.56
2024-01-01 09:10:00,30.65,43.12
2024-01-01 09:15:00,19.68,46.41
2024-01-01 09:20:00,28.57,58.27
2024-01-01 09:25:00,20.34,43.88
2024-01-01 09:30:00,26.46,57.61
2024-01-01 09:35:00,22.56,43.69
2024-01-01 09:40:00,21.04,57.9
2024-01-01 09:45:00,28.57,37.17
2024-01-01 09:50:00,19.35,35.51
2024-01-01 09:55:00,28.01,68.34
2024-01-01 10:00:00,18.89,42.19
2024-01-01 10:05:00,20.69,53.29
2024-01-01 10:10:00,24.6,51.36
2024-01-01 10:15:00,27.16,63.74
2024-01-01 10:20:00,31.34,37.59
2024-01-01 10:25:00,26.62,39.94
2024-01-01 10:30:00,26.31,40.68
2024-01-01 10:35:00,26.58,35.51
2024-01-01 10:40:00,20.77,61.24
2024-01-01 10:45:00,24.33,45.44
2024-01-01 10:50:00,28.07,60.44
2024-01-01 10:55:00,20.17,59.38
2024-01-01 11:00:00,21.94,48.23
2024-01-01 11:05:00,29.43,68.07
2024-01-01 11:10:00,31.9,45.0
2024-01-01 11:15:00,21.76,35.64
2024-01-01 11:20:00,18.36,39.5
2024-01-01 11:25:00,26.85,42.78
2024-01-01 11:30:00,19.37,43.51
2024-01-01 11:35:00,24.11,46.9
2024-01-01 11:40:00,25.97,52.05
2024-01-01 11:45:00,29.56,66.61
2024-01-01 11:50:00,27.61,51.98
2024-01-01 11:55:00,29.23,64.55
2024-01-01 12:00:00,28.61,44.62
2024-01-01 12:05:00,30.56,39.98
2024-01-01 12:10:00,28.67,42.36
2024-01-01 12:15:00,27.02,54.05
2024-01-01 12:20:00,30.48,60.8
2024-01-01 12:25:00,20.73,44.53
2024-01-01 12:30:00,26.39,46.75
2024-01-01 12:35:00,30.42,52.22
2024-01-01 12:40:00,29.94,41.82
2024-01-01 12:45:00,19.87,63.46
2024-01-01 12:50:00,31.38,48.63
2024-01-01 12:55:00,18.71,54.73
2024-01-01 13:00:00,23.64,49.51
2024-01-01 13:05:00,31.24,42.44
2024-01-01 13:10:00,27.37,64.65
2024-01-01 13:15:00,31.03,69.25
2024-01-01 13:20:00,19.59,56.24
2024-01-01 13:25:00,18.03,53.51
2024-01-01 13:30:00,23.4,56.2
2024-01-01 13:35:00,25.69,45.18
2024-01-01 13:40:00,23.04,66.93
2024-01-01 13:45:00,27.51,40.95
2024-01-01 13:50:00,22.01,49.18
2024-01-01 13:55:00,27.78,59.11
2024-01-01 14:00:00,19.79,68.76
2024-01-01 14:05:00,26.99,39.86
2024-01-01 14:10:00,22.04,42.18
2024-01-01 14:15:00,19.39,39.62
2024-01-01 14:20:00,24.23,42.67
2024-01-01 14:25:00,25.52,35.3
2024-01-01 14:30:00,20.84,63.23
2024-01-01 14:35:00,29.63,44.49
2024-01-01 14:40:00,21.55,42.53
2024-01-01 14:45:00,24.5,37.13
2024-01-01 14:50:00,30.7,45.23
2024-01-01 14:55:00,27.06,43.48
2024-01-01 15:00:00,30.46,66.76
2024-01-01 15:05:00,29.35,55.4
2024-01-01 15:10:00,27.86,54.04
2024-01-01 15:15:00,31.43,59.65
2024-01-01 15:20:00,19.48,41.77
2024-01-01 15:25:00,19.58,51.24
2024-01-01 15:30:00,18.39,38.91
2024-01-01 15:35:00,22.86,60.3
2024-01-01 15:40:00,30.62,59.08
2024-01-01 15:45:00,21.04,54.09
2024-01-01 15:50:00,21.34,67.42
2024-01-01 15:55:00,29.4,45.63
2024-01-01 16:00:00,29.82,35.55
2024-01-01 16:05:00,28.81,39.34
2024-01-01 16:10:00,30.48,44.97
2024-01-01 16:15:00,23.02,55.06
2024-01-01 16:20:00,20.61,44.29
2024-01-01 16:25:00,26.36,59.13
2024-01-01 16:30:00,27.95,64.59
2024-01-01 16:35:00,27.23,56.81
2024-01-01 16:40:00,29.12,59.97
2024-01-01 16:45:00,30.64,69.69
2024-01-01 16:50:00,27.31,44.17
2024-01-01 16:55:00,24.23,56.49
2024-01-01 17:00:00,24.52,58.44
2024-01-01 17:05:00,19.0,63.97
2024-01-01 17:10:00,27.74,50.41
2024-01-01 17:15:00,29.09,60.0
2024-01-01 17:20:00,22.49,56.54
2024-01-01 17:25:00,23.18,43.77
2024-01-01 17:30:00,25.0,51.69
2024-01-01 17:35:00,19.33,63.07
2024-01-01 17:40:00,29.64,59.65
2024-01-01 17:45:00,23.85,63.2
2024-01-01 17:50:00,22.95,37.47
2024-01-01 17:55:00,19.08,66.67
2024-01-01 18:00:00,29.97,53.36
2024-01-01 18:05:00,29.03,52.58
2024-01-01 18:10:00,28.67,37.01
2024-01-01 18:15:00,20.57,38.12
2024-01-01 18:20:00,30.57,36.09
2024-01-01 18:25:00,26.3,58.7
2024-01-01 18:30:00,19.68,62.4
2024-01-01 18:35:00,27.36,52.78
2024-01-01 18:40:00,23.62,45.8
2024-01-01 18:45:00,27.73,40.12
2024-01-01 18:50:00,19.94,67.88
2024-01-01 18:55:00,29.72,65.2
2024-01-01 19:00:00,23.09,62.75
2024-01-01 19:05:00,20.27,56.98
2024-01-01 19:10:00,19.72,64.93
2024-01-01 19:15:00,23.85,45.05
2024-01-01 19:20:00,28.11,49.98
2024-01-01 19:25:00,19.52,35.69
2024-01-01 19:30:00,21.95,49.13
2024-01-01 19:35:00,20.34,45.5
2024-01-01 19:40:00,24.9,40.93
2024-01-01 19:45:00,31.99,67.14
2024-01-01 19:50:00,22.63,50.51
2024-01-01 19:55:00,22.31,46.99
2024-01-01 20:00:00,28.06,68.4
2024-01-01 20:05:00,28.33,68.67
2024-01-01 20:10:00,29.01,60.1
2024-01-01 20:15:00,25.78,63.75
2024-01-01 20:20:00,31.83,35.88
2024-01-01 20:25:00,30.69,50.86
2024-01-01 20:30:00,24.09,59.6
2024-01-01 20:35:00,19.1,62.91
2024-01-01 20:40:00,21.65,51.2
2024-01-01 20:45:00,31.15,44.66
2024-01-01 20:50:00,27.98,37.42
2024-01-01 20:55:00,30.95,60.61
2024-01-01 21:00:00,28.94,42.78
2024-01-01 21:05:00,27.13,36.22
2024-01-01 21:10:00,24.12,66.53
2024-01-01 21:15:00,27.14,53.91
2024-01-01 21:20:00,24.57,58.09
2024-01-01 21:25:00,20.8,35.25
2024-01-01 21:30:00,28.84,68.08
2024-01-01 21:35:00,18.2,58.14
2024-01-01 21:40:00,20.78,59.97
2024-01-01 21:45:00,29.01,54.03
2024-01-01 21:50:00,22.11,39.94
2024-01-01 21:55:00,31.18,65.32
2024-01-01 22:00:00,26.89,49.3
2024-01-01 22:05:00,25.72,69.18
2024-01-01 22:10:00,22.97,49.1
2024-01-01 22:15:00,21.9,62.47
2024-01-01 22:20:00,22.53,38.09
2024-01-01 22:25:00,20.32,63.25
2024-01-01 22:30:00,30.21,68.57
2024-01-01 22:35:00,26.66,67.18
2024-01-01 22:40:00,29.75,48.61
2024-01-01 22:45:00,27.75,36.05
2024-01-01 22:50:00,26.23,52.83
2024-01-01 22:55:00,18.07,53.53
2024-01-01 23:00:00,24.36,44.49
2024-01-01 23:05:00,21.43,57.21
2024-01-01 23:10:00,21.12,51.72
2024-01-01 23:15:00,27.61,39.6
2024-01-01 23:20:00,28.82,52.74
2024-01-01 23:25:00,26.04,48.75
2024-01-01 23:30:00,22.43,62.59
2024-01-01 23:35:00,22.56,65.23
2024-01-01 23:40:00,21.14,40.9
2024-01-01 23:45:00,29.24,42.95
2024-01-01 23:50:00,20.92,50.38
2024-01-01 23:55:00,25.26,65.55
2024-01-02 00:00:00,24.49,62.81
2024-01-02 00:05:00,21.01,39.08
2024-01-02 00:10:00,24.16,66.27
2024-01-02 00:15:00,30.9,59.55
2024-01-02 00:20:00,25.5,37.84
2024-01-02 00:25:00,21.28,41.53
2024-01-02 00:30:00,23.76,43.11
2024-01-02 00:35:00,26.65,37.06
2024-01-02 00:40:00,25.98,67.24
2024-01-02 00:45:00,22.01,55.92
2024-01-02 00:50:00,27.21,48.93
2024-01-02 00:55:00,31.34,37.7
2024-01-02 01:00:00,22.7,39.83
2024-01-02 01:05:00,20.02,58.0
2024-01-02 01:10:00,22.8,67.41
2024-01-02 01:15:00,19.53,61.98
2024-01-02 01:20:00,29.15,54.4
2024-01-02 01:25:00,18.07,40.42
2024-01-02 01:30:00,31.53,68.03
2024-01-02 01:35:00,22.85,47.81
2024-01-02 01:40:00,31.99,44.05
2024-01-02 01:45:00,29.5,39.72
2024-01-02 01:50:00,31.73,45.99
2024-01-02 01:55:00,19.07,61.23
2024-01-02 02:00:00,19.88,39.95
2024-01-02 02:05:00,28.71,52.27
2024-01-02 02:10:00,29.33,48.71
2024-01-02 02:15:00,19.93,43.03
2024-01-02 02:20:00,23.37,57.41
2024-01-02 02:25:00,22.73,52.05
2024-01-02 02:30:00,25.19,65.85
2024-01-02 02:35:00,22.32,53.07
2024-01-02 02:40:00,19.68,45.01
2024-01-02 02:45:00,27.78,46.47
2024-01-02 02:50:00,27.76,63.72
2024-01-02 02:55:00,24.46,51.65
2024-01-02 03:00:00,22.53,60.47
2024-01-02 03:05:00,19.27,63.95
2024-01-02 03:10:00,24.98,46.52
2024-01-02 03:15:00,19.58,62.39
2024-01-02 03:20:00,18.1,37.79
2024-01-02 03:25:00,19.14,46.69
2024-01-02 03:30:00,27.99,50.99
2024-01-02 03:35:00,27.1,56.28
2024-01-02 03:40:00,28.1,52.01
2024-01-02 03:45:00,26.81,65.91
2024-01-02 03:50:00,30.55,57.99
2024-01-02 03:55:00,25.84,56.28
2024-01-02 04:00:00,20.43,69.99
2024-01-02 04:05:00,23.27,62.12
2024-01-02 04:10:00,21.53,68.86
2024-01-02 04:15:00,30.07,69.99
2024-01-02 04:20:00,28.87,44.86
2024-01-02 04:25:00,31.42,62.31
2024-01-02 04:30:00,26.02,52.67
2024-01-02 04:35:00,19.79,40.83
2024-01-02 04:40:00,19.39,40.02
2024-01-02 04:45:00,25.31,63.81
2024-01-02 04:50:00,30.22,50.08
2024-01-02 04:55:00,26.8,59.61
2024-01-02 05:00:00,26.38,37.04
2024-01-02 05:05:00,29.86,46.69
2024-01-02 05:10:00,30.27,42.78
2024-01-02 05:15:00,28.82,44.66
2024-01-02 05:20:00,29.47,67.68
2024-01-02 05:25:00,22.98,50.6
2024-01-02 05:30:00,28.33,40.89
2024-01-02 05:35:00,21.02,51.56
2024-01-02 05:40:00,31.19,37.0
2024-01-02 05:45:00,25.82,47.76
2024-01-02 05:50:00,30.1,50.58
2024-01-02 05:55:00,28.03,49.8
2024-01-02 06:00:00,21.47,69.92
2024-01-02 06:05:00,23.77,54.28
2024-01-02 06:10:00,18.51,67.73
2024-01-02 06:15:00,26.93,48.17
2024-01-02 06:20:00,28.34,68.26
2024-01-02 06:25:00,18.49,61.65
2024-01-02 06:30:00,20.36,37.01
2024-01-02 06:35:00,26.28,59.91
2024-01-02 06:40:00,24.82,55.24
2024-01-02 06:45:00,22.7,47.19
2024-01-02 06:50:00,27.16,42.51
2024-01-02 06:55:00,18.25,38.07
2024-01-02 07:00:00,30.42,53.11
2024-01-02 07:05:00,22.61,63.67
2024-01-02 07:10:00,30.34,66.32
2024-01-02 07:15:00,31.31,48.15
2024-01-02 07:20:00,30.26,59.15
2024-01-02 07:25:00,31.34,54.7
2024-01-02 07:30:00,23.34,37.92
2024-01-02 07:35:00,22.55,38.69
2024-01-02 07:40:00,19.62,41.57
2024-01-02 07:45:00,19.4,64.84
2024-01-02 07:50:00,23.72,56.3
2024-01-02 07:55:00,20.79,36.05
2024-01-02 08:00:00,23.5,60.1
2024-01-02 08:05:00,30.3,68.11
2024-01-02 08:10:00,20.57,59.93
2024-01-02 08:15:00,21.9,66.43
2024-01-02 08:20:00,27.54,45.12
2024-01-02 08:25:00,21.9,39.71
2024-01-02 08:30:00,23.08,35.69
2024-01-02 08:35:00,29.96,44.68
2024-01-02 08:40:00,27.25,50.73
2024-01-02 08:45:00,18.92,59.25
2024-01-02 08:50:00,31.46,37.34
2024-01-02 08:55:00,31.8,50.29
2024-01-02 09:00:00,27.93,64.71
2024-01-02 09:05:00,30.75,37.45
2024-01-02 09:10:00,20.9,45.24
2024-01-02 09:15:00,27.94,69.56
2024-01-02 09:20:00,18.79,53.09
2024-01-02 09:25:00,29.44,54.02
2024-01-02 09:30:00,28.12,46.06
2024-01-02 09:35:00,20.95,48.8
2024-01-02 09:40:00,20.13,51.11
2024-01-02 09:45:00,18.53,51.45
2024-01-02 09:50:00,26.07,66.68
2024-01-02 09:55:00,22.75,44.3
2024-01-02 10:00:00,21.2,59.33
2024-01-02 10:05:00,27.26,60.01
2024-01-02 10:10:00,30.21,52.38
2024-01-02 10:15:00,30.9,56.48
2024-01-02 10:20:00,30.84,35.8
2024-01-02 10:25:00,26.68,47.2
2024-01-02 10:30:00,27.52,42.14
2024-01-02 10:35:00,28.21,68.1
2024-01-02 10:40:00,18.79,62.95
2024-01-02 10:45:00,24.43,58.79
2024-01-02 10:50:00,25.39,58.55
2024-01-02 10:55:00,23.99,62.53
2024-01-02 11:00:00,22.27,52.1
2024-01-02 11:05:00,18.7,38.2
2024-01-02 11:10:00,24.88,63.34
2024-01-02 11:15:00,25.84,69.03
2024-01-02 11:20:00,25.86,41.2
2024-01-02 11:25:00,18.74,63.32
2024-01-02 11:30:00,19.71,44.14
2024-01-02 11:35:00,23.9,45.58
2024-01-02 11:40:00,30.68,39.26
2024-01-02 11:45:00,20.97,63.72
2024-01-02 11:50:00,30.63,50.91
2024-01-02 11:55:00,21.03,52.11
2024-01-02 12:00:00,31.89,60.95
2024-01-02 12:05:00,27.17,40.91
2024-01-02 12:10:00,29.1,42.59
2024-01-02 12:15:00,19.83,61.78
2024-01-02 12:20:00,19.67,36.56
2024-01-02 12:25:00,21.12,62.83
2024-01-02 12:30:00,19.15,37.11
2024-01-02 12:35:00,24.0,42.11
2024-01-02 12:40:00,20.12,62.63
2024-01-02 12:45:00,30.86,60.19
2024-01-02 12:50:00,29.76,45.4
2024-01-02 12:55:00,31.93,36.77
2024-01-02 13:00:00,20.99,58.4
2024-01-02 13:05:00,21.97,50.48
2024-01-02 13:10:00,19.81,40.18
2024-01-02 13:15:00,28.56,42.48
2024-01-02 13:20:00,21.83,57.05
2024-01-02 13:25:00,21.64,52.18
2024-01-02 13:30:00,30.66,64.13
2024-01-02 13:35:00,21.08,57.77
2024-01-02 13:40:00,26.58,53.02
2024-01-02 13:45:00,28.46,38.99
2024-01-02 13:50:00,29.94,67.8
2024-01-02 13:55:00,29.88,38.37
2024-01-02 14:00:00,25.0,55.64
2024-01-02 14:05:00,25.13,62.08
2024-01-02 14:10:00,31.45,61.49
2024-01-02 14:15:00,23.39,46.42
2024-01-02 14:20:00,20.73,63.47
2024-01-02 14:25:00,21.21,62.32
2024-01-02 14:30:00,31.9,43.99
2024-01-02 14:35:00,19.36,52.29
2024-01-02 14:40:00,22.24,37.04
2024-01-02 14:45:00,30.25,61.17
2024-01-02 14:50:00,21.29,59.34
2024-01-02 14:55:00,30.12,47.01
2024-01-02 15:00:00,28.49,48.5
2024-01-02 15:05:00,22.63,60.66
2024-01-02 15:10:00,31.17,61.66
2024-01-02 15:15:00,19.73,68.52
2024-01-02 15:20:00,23.17,36.89
2024-01-02 15:25:00,22.31,39.42
2024-01-02 15:30:00,26.0,67.32
2024-01-02 15:35:00,20.76,67.89
2024-01-02 15:40:00,27.2,65.57
2024-01-02 15:45:00,21.62,69.13
2024-01-02 15:50:00,26.93,59.39
2024-01-02 15:55:00,27.03,52.58
2024-01-02 16:00:00,27.1,38.37
2024-01-02 16:05:00,30.92,37.7
2024-01-02 16:10:00,23.47,53.76
2024-01-02 16:15:00,28.57,53.23
2024-01-02 16:20:00,30.93,53.29
2024-01-02 16:25:00,23.99,39.35
2024-01-02 16:30:00,27.0,55.05
2024-01-02 16:35:00,25.77,67.84
2024-01-02 16:40:00,19.32,69.94
2024-01-02 16:45:00,31.31,55.34
2024-01-02 16:50:00,24.71,59.79
2024-01-02 16:55:00,29.96,66.29
2024-01-02 17:00:00,25.87,58.75
2024-01-02 17:05:00,18.06,57.63
2024-01-02 17:10:00,26.24,53.02
2024-01-02 17:15:00,25.36,49.35
2024-01-02 17:20:00,27.55,59.74
2024-01-02 17:25:00,24.65,57.79
2024-01-02 17:30:00,30.13,53.49
2024-01-02 17:35:00,25.5,67.91
2024-01-02 17:40:00,30.01,40.68
2024-01-02 17:45:00,21.55,44.41
2024-01-02 17:50:00,21.59,50.77
2024-01-02 17:55:00,20.06,50.2
2024-01-02 18:00:00,27.98,66.81
2024-01-02 18:05:00,27.74,40.8
2024-01-02 18:10:00,20.08,56.25
2024-01-02 18:15:00,27.64,55.91
2024-01-02 18:20:00,30.7,41.98
2024-01-02 18:25:00,29.79,55.4
2024-01-02 18:30:00,31.31,37.68
2024-01-02 18:35:00,18.06,69.47
2024-01-02 18:40:00,18.7,43.38
2024-01-02 18:45:00,21.6,48.85
2024-01-02 18:50:00,19.05,50.2
2024-01-02 18:55:00,29.86,61.92
2024-01-02 19:00:00,22.84,66.96
2024-01-02 19:05:00,26.89,50.63
2024-01-02 19:10:00,25.7,58.8
2024-01-02 19:15:00,19.77,60.6
2024-01-02 19:20:00,18.74,60.02
2024-01-02 19:25:00,22.6,61.49
2024-01-02 19:30:00,21.89,35.1
2024-01-02 19:35:00,22.35,60.04
2024-01-02 19:40:00,21.11,52.61
2024-01-02 19:45:00,19.09,61.65
2024-01-02 19:50:00,25.82,52.77
2024-01-02 19:55:00,27.06,63.6
2024-01-02 20:00:00,25.43,36.34
2024-01-02 20:05:00,29.04,60.94
2024-01-02 20:10:00,27.76,68.81
2024-01-02 20:15:00,26.12,42.3
2024-01-02 20:20:00,21.04,50.57
2024-01-02 20:25:00,26.2,60.62
2024-01-02 20:30:00,28.88,52.8
2024-01-02 20:35:00,19.0,66.79
2024-01-02 20:40:00,26.1,61.74
2024-01-02 20:45:00,20.46,68.26
2024-01-02 20:50:00,26.03,48.22
2024-01-02 20:55:00,25.07,51.5
2024-01-02 21:00:00,24.87,40.0
2024-01-02 21:05:00,28.48,38.54
2024-01-02 21:10:00,24.53,52.96
2024-01-02 21:15:00,19.33,56.78
2024-01-02 21:20:00,23.6,62.82
2024-01-02 21:25:00,22.88,49.75
2024-01-02 21:30:00,28.75,67.67
2024-01-02 21:35:00,18.98,67.57
2024-01-02 21:40:00,27.32,40.88
2024-01-02 21:45:00,25.34,67.74
2024-01-02 21:50:00,20.94,61.18
2024-01-02 21:55:00,24.76,37.32
2024-01-02 22:00:00,22.96,58.34
2024-01-02 22:05:00,24.72,46.61
2024-01-02 22:10:00,29.51,56.39
2024-01-02 22:15:00,31.33,58.9
2024-01-02 22:20:00,22.59,41.49
2024-01-02 22:25:00,21.96,49.53
2024-01-02 22:30:00,29.64,37.6
2024-01-02 22:35:00,19.31,47.33
2024-01-02 22:40:00,28.28,45.84
2024-01-02 22:45:00,29.18,46.39
2024-01-02 22:50:00,29.99,54.11
2024-01-02 22:55:00,25.29,68.97
2024-01-02 23:00:00,22.39,48.85
2024-01-02 23:05:00,20.4,65.78
2024-01-02 23:10:00,29.32,41.81
2024-01-02 23:15:00,24.06,41.34
2024-01-02 23:20:00,22.22,44.67
2024-01-02 23:25:00,30.21,45.44
2024-01-02 23:30:00,27.99,43.24
2024-01-02 23:35:00,31.85,52.23
2024-01-02 23:40:00,26.1,69.82
2024-01-02 23:45:00,30.85,44.69
2024-01-02 23:50:00,25.94,52.27
2024-01-02 23:55:00,18.11,52.8
2024-01-03 00:00:00,22.99,52.38
2024-01-03 00:05:00,26.17,42.39
2024-01-03 00:10:00,18.94,48.71
2024-01-03 00:15:00,25.48,67.86
2024-01-03 00:20:00,26.38,43.03
2024-01-03 00:25:00,29.37,65.33
2024-01-03 00:30:00,24.72,60.15
2024-01-03 00:35:00,30.85,47.3
2024-01-03 00:40:00,31.71,53.39
2024-01-03 00:45:00,19.43,48.53
2024-01-03 00:50:00,28.44,63.6
2024-01-03 00:55:00,22.82,35.67
2024-01-03 01:00:00,31.7,41.74
2024-01-03 01:05:00,30.93,44.47
2024-01-03 01:10:00,23.45,59.2
2024-01-03 01:15:00,21.97,46.49
2024-01-03 01:20:00,23.93,68.73
2024-01-03 01:25:00,19.51,69.94
2024-01-03 01:30:00,27.59,67.5
2024-01-03 01:35:00,28.55,38.37
2024-01-03 01:40:00,20.96,66.52
2024-01-03 01:45:00,26.68,49.88
2024-01-03 01:50:00,28.48,46.14
2024-01-03 01:55:00,21.17,50.52
2024-01-03 02:00:00,25.23,63.05
2024-01-03 02:05:00,21.22,59.92
2024-01-03 02:10:00,24.75,47.48
2024-01-03 02:15:00,28.61,60.63
2024-01-03 02:20:00,21.95,54.62
2024-01-03 02:25:00,31.48,56.69
2024-01-03 02:30:00,20.57,53.6
2024-01-03 02:35:00,18.24,37.97
2024-01-03 02:40:00,22.65,35.94
2024-01-03 02:45:00,27.78,68.51
2024-01-03 02:50:00,24.06,54.19
2024-01-03 02:55:00,31.07,59.13
2024-01-03 03:00:00,31.86,43.05
2024-01-03 03:05:00,29.3,41.98
2024-01-03 03:10:00,29.3,45.23
2024-01-03 03:15:00,27.72,37.74
2024-01-03 03:20:00,27.71,36.8
2024-01-03 03:25:00,30.46,53.48
2024-01-03 03:30:00,20.5,68.0
2024-01-03 03:35:00,31.41,42.9
2024-01-03 03:40:00,28.5,42.58
2024-01-03 03:45:00,24.88,36.32
2024-01-03 03:50:00,28.76,46.64
2024-01-03 03:55:00,30.37,42.66
2024-01-03 04:00:00,18.13,61.48
2024-01-03 04:05:00,25.25,45.56
2024-01-03 04:10:00,24.91,44.79
2024-01-03 04:15:00,20.34,67.22
2024-01-03 04:20:00,30.51,58.28
2024-01-03 04:25:00,28.79,46.98
2024-01-03 04:30:00,29.37,38.9
2024-01-03 04:35:00,27.34,61.12
2024-01-03 04:40:00,30.39,35.84
2024-01-03 04:45:00,25.03,66.79
2024-01-03 04:50:00,28.33,53.88
2024-01-03 04:55:00,27.26,35.72
2024-01-03 05:00:00,26.37,35.42
2024-01-03 05:05:00,24.57,67.23
2024-01-03 05:10:00,27.39,42.26
2024-01-03 05:15:00,21.58,44.68
2024-01-03 05:20:00,31.97,65.95
2024-01-03 05:25:00,23.35,66.43
2024-01-03 05:30:00,30.5,67.36
2024-01-03 05:35:00,27.65,68.24
2024-01-03 05:40:00,28.53,44.25
2024-01-03 05:45:00,23.79,54.03
2024-01-03 05:50:00,30.25,56.8
2024-01-03 05:55:00,24.58,37.25
2024-01-03 06:00:00,18.02,60.67
2024-01-03 06:05:00,25.77,56.31
2024-01-03 06:10:00,27.04,50.05
2024-01-03 06:15:00,18.2,53.32
2024-01-03 06:20:00,27.49,37.45
2024-01-03 06:25:00,23.83,53.65
2024-01-03 06:30:00,30.2,48.86
2024-01-03 06:35:00,28.52,39.28
2024-01-03 06:40:00,29.76,61.79
2024-01-03 06:45:00,25.64,35.43
2024-01-03 06:50:00,24.24,68.04
2024-01-03 06:55:00,28.15,44.06
2024-01-03 07:00:00,26.19,48.47
2024-01-03 07:05:00,23.91,66.17
2024-01-03 07:10:00,23.31,69.22
2024-01-03 07:15:00,18.42,42.81
